ClassId;Dependencies;tryStatement;ifStatement;forStatement;enhancedForStatement/* foreach */;doStatement;whileStatement;switchCase;switchStatement;catchClause;totalBranches;numOfStatements;FieldDeclaration;synchronizedStatement;methodDeclaration;privateMethod;publicMethod;staticMethod;anonymousClassDeclaration;nbMemberClasses;nbStringParams;nbPrimitiveParams;nbOtherTypesParams;nbOtherTypesParamsLibrary;parameterizedTypeParam;arrayTypeParam;javaImports;trowStatement;NestedBlocks;MaxDepth
org.jclouds.io.ByteSources;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1;1;0;1;3;0;0;0;
org.jclouds.location.suppliers.derived.ZoneIdsFromRegionIdToZoneIdsValues;1;0;0;0;1;0;0;0;0;0;1;4;1;0;2;0;1;0;0;0;0;0;1;1;1;0;7;0;0;1;
org.jclouds.io.payloads.FilePayload;1;0;0;0;0;0;0;0;0;0;0;4;0;0;2;0;2;0;0;0;0;0;1;1;0;0;5;0;0;0;
org.jclouds.reflect.InvocationSuccess;5;0;2;0;0;0;0;0;0;0;2;13;2;0;8;1;6;1;0;0;0;0;5;3;1;0;7;0;0;1;
org.jclouds.logging.internal.Wire;6;5;10;0;0;0;1;0;0;4;15;71;1;0;13;5;7;0;1;0;3;0;10;5;0;1;17;2;2;4;
org.jclouds.fallbacks.HeaderToRetryAfterException;4;1;5;0;0;0;0;0;0;1;6;19;2;0;5;2;3;1;0;0;1;0;7;4;0;0;14;2;1;2;
org.jclouds.io.payloads.ByteArrayPayload;1;0;0;0;0;0;0;0;0;0;0;6;0;0;3;0;3;0;0;0;0;0;3;3;0;3;4;0;0;0;
org.jclouds.io.payloads.UrlEncodedFormPayload;1;0;0;0;0;0;0;0;0;0;0;4;0;0;2;0;2;0;0;0;0;0;1;1;1;0;5;0;0;0;
org.jclouds.providers.Providers;3;0;0;0;0;0;0;0;0;0;0;18;0;0;16;0;16;15;0;1;4;0;12;8;8;0;14;0;0;0;
org.jclouds.functions.OnlyElementOrNull;1;0;1;0;0;0;0;0;0;0;1;3;0;0;1;0;1;0;0;0;0;0;1;1;1;0;3;0;0;1;
org.jclouds.json.internal.NullFilteringTypeAdapterFactories;14;0;16;0;3;0;2;0;0;0;21;108;8;0;53;1;41;1;0;15;0;0;45;44;25;0;25;0;2;2;
org.jclouds.io.payloads.Part;3;0;3;0;0;0;0;0;0;0;3;28;4;0;15;1;11;7;0;3;13;0;6;0;0;0;7;0;0;1;
org.jclouds.concurrent.DynamicThreadPoolExecutor;8;2;1;0;0;0;0;0;0;2;3;16;4;0;11;0;6;0;0;3;0;5;13;12;1;0;8;3;0;1;
org.jclouds.io.payloads.RSADecryptingPayload;3;1;0;0;0;0;0;0;0;3;3;8;0;0;2;0;2;0;0;0;0;0;4;2;0;0;8;0;0;1;
