ClassId;Dependencies;tryStatement;ifStatement;forStatement;enhancedForStatement/* foreach */;doStatement;whileStatement;switchCase;switchStatement;catchClause;totalBranches;numOfStatements;FieldDeclaration;synchronizedStatement;methodDeclaration;privateMethod;publicMethod;staticMethod;anonymousClassDeclaration;nbMemberClasses;nbStringParams;nbPrimitiveParams;nbOtherTypesParams;nbOtherTypesParamsLibrary;parameterizedTypeParam;arrayTypeParam;javaImports;trowStatement;NestedBlocks;MaxDepth
org.hibernate.search.query.dsl.impl.ConnectedTermMatchingContext;12;0;0;0;5;0;0;0;0;0;5;28;5;0;9;1;8;0;0;0;2;1;9;2;0;1;5;0;0;1;
org.hibernate.search.indexes.serialization.javaserialization.impl.Add;4;0;0;0;0;0;0;0;0;0;0;8;4;0;5;0;5;0;0;0;1;0;3;2;1;0;3;0;0;0;
org.hibernate.search.cfg.CalendarBridgeMapping;11;0;1;0;0;0;0;0;0;0;1;12;4;0;5;0;5;0;0;0;2;0;7;3;2;0;6;1;0;1;
org.hibernate.search.bridge.builtin.ArrayBridge;4;0;1;0;1;0;0;0;0;0;2;6;1;0;4;1;2;0;0;0;3;0;10;6;0;0;11;0;0;1;
org.hibernate.search.cfg.ProvidedIdMapping;9;0;0;0;0;0;0;0;0;0;0;11;3;0;7;0;7;0;0;0;4;0;7;5;4;0;4;0;0;0;
org.hibernate.search.filter.impl.ChainedFilter;2;0;4;0;1;0;0;0;0;0;5;19;2;0;5;0;5;0;0;0;0;0;3;3;0;0;7;2;1;3;
org.hibernate.search.engine.impl.FilterDef;3;1;1;0;0;0;0;0;0;3;4;19;6;0;10;0;10;0;0;0;2;0;6;5;0;0;8;4;0;1;
org.hibernate.search.query.engine.impl.QueryHits;23;1;21;0;2;0;0;0;0;1;24;98;19;0;22;8;14;0;0;0;2;16;26;16;2;0;31;2;4;4;
org.hibernate.search.indexes.impl.SharingBufferReaderProvider;14;4;9;0;1;0;0;0;0;3;13;57;10;0;11;1;8;0;0;2;0;0;7;6;0;0;15;3;2;2;
org.hibernate.search.query.collector.impl.MapFieldCacheCollectorImpl;3;0;0;0;0;0;0;0;0;0;0;8;3;0;4;0;4;0;0;0;0;3;3;2;0;0;6;0;0;0;
org.hibernate.search.cfg.ConcatStringBridge;2;0;2;0;0;0;0;0;0;0;2;6;2;0;2;0;2;0;0;0;0;0;2;2;1;0;3;1;0;1;
org.hibernate.search.util.configuration.impl.MaskedProperty;7;0;17;0;0;0;3;0;0;0;20;81;6;0;35;1;33;0;0;0;12;0;20;20;1;0;16;22;4;3;
org.hibernate.search.backend.LuceneWork;4;0;0;0;0;0;0;0;0;0;0;10;4;0;8;0;8;0;0;0;2;0;6;5;3;0;4;0;0;0;
org.hibernate.search.backend.impl.WorkerFactory;3;0;2;0;1;0;0;0;0;0;3;9;0;0;2;1;1;2;0;0;0;0;4;0;0;0;14;0;1;2;
org.hibernate.search.store.impl.RAMDirectoryProvider;14;1;2;0;0;0;0;0;0;1;3;16;3;0;7;0;6;0;0;0;1;0;4;2;0;0;7;1;0;1;
org.hibernate.search.metadata.impl.NumericFieldDescriptorImpl;1;0;0;0;0;0;0;0;0;0;0;6;1;0;3;0;3;0;0;0;0;0;1;0;0;0;2;0;0;0;
org.hibernate.search.bridge.builtin.BigDecimalBridge;0;0;1;0;0;0;0;0;0;0;1;3;0;0;1;0;1;0;0;0;1;0;0;0;0;0;2;0;0;1;
org.hibernate.search.filter.FilterKey;2;0;0;0;0;0;0;0;0;0;0;2;1;0;4;0;4;0;0;0;0;0;2;2;1;0;2;0;0;0;
org.hibernate.search.backend.impl.lucene.works.DeleteExtWorkDelegate;8;1;2;0;0;0;0;0;0;1;3;14;4;0;3;1;1;0;0;0;0;0;5;1;0;0;12;2;0;1;
org.hibernate.search.backend.impl.jgroups.AutoNodeSelector;3;0;2;0;0;0;0;0;0;0;2;9;3;0;5;0;5;0;0;0;1;0;3;3;0;1;4;0;1;2;
org.hibernate.search.backend.impl.lucene.LuceneBackendResources;19;2;1;0;0;0;0;0;0;1;2;39;10;0;14;2;11;0;0;0;0;0;6;2;0;0;16;0;0;1;
org.hibernate.search.spatial.DistanceSortField;1;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;2;0;0;0;2;2;1;0;0;0;3;0;0;0;
org.hibernate.search.engine.impl.LuceneOptionsImpl;3;0;7;0;0;0;0;0;0;0;7;32;8;0;12;2;10;0;0;0;7;1;7;5;0;0;12;1;2;2;
org.hibernate.search.impl.IncrementalSearchConfiguration;3;0;0;0;1;0;0;0;0;0;1;17;5;0;13;0;13;0;0;0;2;0;3;2;1;0;14;0;0;1;
org.hibernate.search.impl.MutableSearchFactory;8;1;0;0;1;0;0;0;0;0;1;55;2;0;50;0;50;0;0;0;2;0;12;10;8;1;35;0;0;1;
org.hibernate.search.indexes.serialization.javaserialization.impl.SerializableStringField;2;0;0;0;0;0;0;0;0;0;0;9;4;0;5;0;5;0;0;0;0;0;1;0;0;0;4;0;0;0;
org.hibernate.search.indexes.interceptor.DontInterceptEntityInterceptor;1;0;0;0;0;0;0;0;0;0;0;4;0;0;4;0;4;0;0;0;0;0;4;4;0;0;0;0;0;0;
org.hibernate.search.cfg.SearchMapping;3;0;2;0;0;0;0;0;0;0;2;18;3;0;11;0;7;1;0;0;3;0;8;8;8;0;7;0;0;1;
org.hibernate.search.indexes.serialization.impl.SerializationHelper;6;4;0;0;0;0;0;0;0;6;6;18;2;0;6;1;4;3;0;1;0;0;8;8;1;2;10;5;0;1;
org.hibernate.search.spatial.SpatialQueryBuilder;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;2;2;0;0;2;6;0;0;0;0;3;0;0;0;
org.hibernate.search.spatial.SpatialFieldBridge;3;4;4;0;0;0;0;0;0;7;11;24;3;0;6;2;2;1;0;0;3;0;6;5;0;0;11;7;3;2;
org.hibernate.search.query.dsl.impl.FacetBuildingContext;4;0;7;0;0;0;0;0;0;0;7;59;15;0;17;3;9;0;0;0;2;5;6;2;2;0;9;5;1;2;
org.hibernate.search.query.dsl.impl.BooleanQueryBuilder;2;0;4;0;1;0;0;0;0;0;5;25;2;0;8;0;7;0;0;0;0;1;3;3;0;0;10;2;1;3;
org.hibernate.search.bridge.builtin.impl.TwoWayString2FieldBridgeAdaptor;3;0;1;0;0;0;0;0;0;0;1;8;1;0;5;0;5;0;0;0;1;0;3;2;0;0;5;0;0;1;
org.hibernate.search.exception.impl.ErrorContextImpl;7;0;1;0;0;0;0;0;0;0;1;9;3;0;7;0;7;0;0;0;0;0;3;2;1;0;4;0;0;1;
org.hibernate.search.bridge.builtin.IterableBridge;4;0;1;0;1;0;0;0;0;0;2;6;1;0;4;2;2;0;0;0;3;0;10;6;0;0;3;0;0;1;
org.hibernate.search.cfg.EntityDescriptor;5;0;6;0;0;0;0;0;0;0;6;43;15;0;29;0;27;0;0;1;3;0;18;15;11;0;9;1;0;1;
org.hibernate.search.exception.impl.LogErrorHandler;8;0;3;0;1;0;0;0;0;0;4;12;1;0;3;0;3;1;0;0;1;0;4;2;0;0;6;0;1;2;
org.hibernate.search.backend.impl.jgroups.JGroupsBackendQueueProcessor;13;0;5;0;0;0;0;0;0;0;5;32;14;0;13;1;11;1;0;0;1;0;9;3;1;0;16;2;1;2;
org.hibernate.search.query.fieldcache.impl.StringFieldLoadingStrategy;1;0;0;0;0;0;0;0;0;0;0;3;2;0;3;0;3;0;0;0;1;1;1;1;0;0;3;0;0;0;
org.hibernate.search.util.impl.ClassLoaderHelper;5;8;8;0;0;0;0;0;0;12;20;56;0;0;11;4;7;10;0;0;12;0;15;15;10;0;11;15;2;2;
org.hibernate.search.query.collector.impl.FieldCacheCollectorFactory;5;0;11;0;0;0;0;0;0;0;11;32;6;0;6;1;5;0;0;0;2;5;8;3;0;0;6;2;1;2;
org.hibernate.search.bridge.builtin.NumberBridge;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;
org.hibernate.search.indexes.serialization.spi.LuceneNumericFieldContext;1;0;0;0;0;0;0;0;0;0;0;8;1;0;8;0;8;0;0;0;0;0;1;1;0;0;2;0;0;0;
org.hibernate.search.metadata.impl.IndexedTypeDescriptorImpl;4;0;9;0;8;0;0;0;0;0;17;69;10;0;16;3;13;0;0;0;3;0;5;2;1;1;16;3;4;2;
org.hibernate.search.spatial.SpatialFieldBridgeByRange;3;0;2;0;0;0;0;0;0;0;2;6;0;0;3;0;3;0;0;0;3;0;3;2;0;0;3;0;1;2;
org.hibernate.search.util.impl.ScopedAnalyzer;4;0;1;0;1;0;0;0;0;0;2;13;2;0;10;2;8;0;0;0;5;0;7;7;1;0;7;0;0;1;
org.hibernate.search.errors.EmptyQueryException;1;0;0;0;0;0;0;0;0;0;0;4;0;0;4;0;4;0;0;0;2;0;2;2;0;0;18;0;0;0;
org.hibernate.search.indexes.serialization.javaserialization.impl.PurgeAll;0;0;0;0;0;0;0;0;0;0;0;2;1;0;2;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;
org.hibernate.search.util.impl.PassThroughAnalyzer;2;0;1;0;0;0;0;0;0;0;1;8;1;0;6;0;4;0;0;2;1;2;6;6;0;0;5;0;0;1;
org.hibernate.search.util.impl.WeakIdentityHashMap;10;0;39;18;2;0;13;0;0;0;72;268;24;0;72;8;56;4;0;9;0;7;37;29;2;2;12;6;13;4;
org.hibernate.search.cfg.FieldBridgeMapping;17;0;0;0;0;0;0;0;0;0;0;20;5;0;13;0;13;0;0;0;6;1;13;6;5;0;7;0;0;0;
org.hibernate.search.cfg.NumericFieldMapping;10;0;0;0;0;0;0;0;0;0;0;4;1;0;2;0;2;0;0;0;0;1;3;0;0;0;2;0;0;0;
org.hibernate.search.spatial.impl.DistanceComparator;3;0;0;1;0;0;0;0;0;0;1;16;8;0;7;0;7;0;0;0;1;9;2;1;0;0;5;0;0;1;
org.hibernate.search.backend.impl.lucene.works.UpdateWorkDelegate;17;0;0;0;0;0;0;0;0;0;0;4;2;0;2;0;1;0;0;0;0;0;5;1;0;0;3;0;0;0;
org.hibernate.search.query.dsl.impl.ConnectedFuzzyContext;7;0;0;0;0;0;0;0;0;0;0;15;3;0;8;0;8;0;0;0;2;3;3;1;0;0;3;0;0;0;
org.hibernate.search.impl.DefaultIndexManagerFactory;0;0;4;0;0;0;0;0;0;0;4;14;1;0;4;0;2;0;0;0;3;0;0;0;0;0;9;0;1;2;
org.hibernate.search.bridge.builtin.LongBridge;0;0;1;0;0;0;0;0;0;0;1;3;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;
org.hibernate.search.store.impl.FSMasterDirectoryProvider;15;6;6;0;0;0;0;0;0;5;11;66;20;0;11;0;11;0;0;2;1;0;8;6;0;0;18;2;1;2;
org.hibernate.search.Version;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;1;2;2;0;0;0;0;0;0;0;0;7;0;0;0;
org.hibernate.search.filter.impl.FullTextFilterImpl;1;0;0;0;0;0;0;0;0;0;0;6;2;0;5;0;5;0;0;0;3;0;1;1;0;0;4;0;0;0;
org.hibernate.search.backend.impl.lucene.works.PurgeAllWorkDelegate;8;1;0;0;0;0;0;0;0;1;1;6;2;0;2;0;1;0;0;0;0;0;4;1;0;0;9;1;0;1;
org.hibernate.search.bridge.builtin.impl.String2FieldBridgeAdaptor;4;0;1;0;0;0;0;0;0;0;1;6;1;0;4;0;4;0;0;0;1;0;5;3;0;0;4;0;0;1;
org.hibernate.search.filter.StandardFilterKey;2;0;5;1;1;0;0;0;0;0;7;20;2;0;4;0;4;0;0;0;0;0;3;3;1;0;3;0;1;2;
org.hibernate.search.store.impl.IdHashShardingStrategy;6;0;2;1;0;0;0;0;0;0;3;13;2;0;6;1;5;0;0;0;3;0;8;8;2;2;8;0;0;1;
org.hibernate.search.backend.UpdateLuceneWork;5;0;0;0;0;0;0;0;0;0;0;6;2;0;5;0;5;0;0;0;2;0;8;7;4;0;5;0;0;0;
org.hibernate.search.cfg.EntityMapping;8;0;0;0;0;0;0;0;0;0;0;22;2;0;13;0;13;0;0;0;3;1;11;9;8;0;7;0;0;0;
