ClassId;Dependencies;tryStatement;ifStatement;forStatement;enhancedForStatement/* foreach */;doStatement;whileStatement;switchCase;switchStatement;catchClause;totalBranches;numOfStatements;FieldDeclaration;synchronizedStatement;methodDeclaration;privateMethod;publicMethod;staticMethod;anonymousClassDeclaration;nbMemberClasses;nbStringParams;nbPrimitiveParams;nbOtherTypesParams;nbOtherTypesParamsLibrary;parameterizedTypeParam;arrayTypeParam;javaImports;trowStatement;NestedBlocks;MaxDepth
org.hibernate.type.BigDecimalType;0;0;0;0;0;0;0;0;0;0;0;3;1;0;3;0;2;0;0;0;0;0;0;0;0;0;4;0;0;0;
org.hibernate.sql.Alias;1;0;3;2;0;0;0;0;0;0;5;24;2;0;8;2;6;0;0;0;6;2;2;2;0;2;1;0;0;1;
org.hibernate.engine.transaction.internal.TransactionFactoryInitiator;2;1;5;0;0;0;0;0;0;1;6;17;2;0;3;1;2;0;0;0;1;0;2;1;0;0;13;1;0;1;
org.hibernate.id.IdentifierGeneratorHelper;6;0;47;0;0;0;0;0;0;0;47;246;7;0;81;4;77;7;2;3;2;31;31;14;0;0;15;12;8;7;
org.hibernate.mapping.Join;64;0;1;0;0;0;1;0;0;0;2;49;18;0;34;0;34;0;0;0;3;6;9;0;0;0;5;0;1;2;
org.hibernate.dialect.FrontBaseDialect;2;0;6;0;0;0;0;0;0;0;6;36;0;0;8;0;8;0;0;0;0;0;2;0;0;0;11;0;1;6;
org.hibernate.metamodel.relational.Size;2;0;0;0;0;0;0;0;0;0;0;19;7;0;15;0;15;4;0;0;0;11;4;0;0;0;2;0;0;0;
org.hibernate.cfg.ResultSetMappingBinder;65;2;39;2;0;0;6;0;0;2;49;111;0;0;9;8;0;9;0;0;5;1;13;7;0;0;24;12;6;11;
org.hibernate.id.IncrementGenerator;22;3;9;1;0;0;0;0;0;1;11;35;4;0;3;1;2;0;0;0;0;0;6;2;0;0;15;1;1;2;
org.hibernate.engine.transaction.internal.jta.CMTTransactionFactory;2;1;0;0;0;0;0;0;0;1;1;7;0;0;5;0;5;0;0;0;0;0;3;0;0;0;5;1;0;1;
org.hibernate.tuple.component.AbstractComponentTuplizer;67;0;1;2;0;0;1;0;0;0;4;26;5;0;14;0;10;0;0;0;0;2;16;9;0;1;9;1;1;2;
org.hibernate.mapping.TypeDef;1;0;0;0;0;0;0;0;0;0;0;4;2;0;3;0;3;0;0;0;1;0;1;1;0;0;2;0;0;0;
org.hibernate.engine.internal.NaturalIdXrefDelegate;25;0;34;1;3;0;0;0;0;0;38;118;12;0;25;2;20;0;0;2;0;0;31;19;0;12;16;3;7;3;
org.hibernate.internal.util.collections.CollectionHelper;3;0;0;0;0;0;0;0;0;0;0;11;5;0;12;1;11;11;0;0;0;6;6;6;0;0;8;0;0;0;
org.hibernate.type.descriptor.java.JdbcTimeTypeDescriptor;4;1;15;0;0;0;0;0;0;1;16;48;3;0;8;0;8;0;0;1;1;0;10;7;1;0;8;3;0;1;
org.hibernate.dialect.MySQLInnoDBDialect;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;
org.hibernate.service.jndi.JndiNameException;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;1;1;0;0;1;0;0;0;
org.hibernate.metamodel.domain.Entity;2;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;3;0;0;0;2;0;2;0;1;0;1;0;0;0;
