ClassId;Dependencies;tryStatement;ifStatement;forStatement;enhancedForStatement/* foreach */;doStatement;whileStatement;switchCase;switchStatement;catchClause;totalBranches;numOfStatements;FieldDeclaration;synchronizedStatement;methodDeclaration;privateMethod;publicMethod;staticMethod;anonymousClassDeclaration;nbMemberClasses;nbStringParams;nbPrimitiveParams;nbOtherTypesParams;nbOtherTypesParamsLibrary;parameterizedTypeParam;arrayTypeParam;javaImports;trowStatement;NestedBlocks;MaxDepth
org.scribe.model.OAuthRequest;1;0;1;0;0;0;0;0;0;0;1;8;2;0;5;1;4;0;0;0;4;0;1;1;0;0;1;1;0;1;
org.scribe.examples.LinkedInExampleWithScopes;1;0;0;0;0;0;0;0;0;0;0;21;1;0;1;0;1;1;0;0;0;0;1;1;0;1;5;0;0;0;
org.scribe.examples.TwitterExample;1;0;0;0;0;0;0;0;0;0;0;22;1;0;1;0;1;1;0;0;0;0;1;1;0;1;5;0;0;0;
org.scribe.builder.api.RenrenApi;1;0;1;0;0;0;0;0;0;0;1;5;2;0;3;0;3;0;0;0;0;0;1;1;0;0;3;0;0;1;
org.scribe.examples.FreelancerExample;1;0;0;0;0;0;0;0;0;0;0;24;4;0;1;0;1;1;0;0;0;0;1;1;0;1;5;0;0;0;
org.scribe.builder.api.PlurkApi;1;0;0;0;0;0;0;0;0;0;0;4;4;0;4;0;4;0;0;1;0;0;2;2;0;0;1;0;0;0;
org.scribe.examples.FacebookExample;1;0;0;0;0;0;0;0;0;0;0;21;3;0;1;0;1;1;0;0;0;0;1;1;0;1;5;0;0;0;
org.scribe.services.RSASha1SignatureService;2;1;0;0;0;0;0;0;0;1;1;8;4;0;4;1;3;0;0;0;3;0;2;2;0;0;2;1;0;1;
org.scribe.examples.VkontakteExample;1;0;0;0;0;0;0;0;0;0;0;21;3;0;1;0;1;1;0;0;0;0;1;1;0;1;5;0;0;0;
org.scribe.builder.api.LinkedInApi;2;0;0;0;1;0;0;0;0;0;1;9;3;0;7;1;6;1;0;0;1;0;2;2;1;0;2;0;0;1;
org.scribe.builder.api.ViadeoApi;1;0;1;0;0;0;0;0;0;0;1;6;2;0;3;0;3;0;0;0;0;0;1;1;0;0;5;0;0;1;
org.scribe.services.TimestampServiceTest;0;0;0;0;0;0;0;0;0;0;0;7;2;0;5;0;5;0;0;1;0;0;0;0;0;0;2;0;0;0;
org.scribe.model.ResponseTest;0;0;0;0;0;0;0;0;0;0;0;17;2;0;8;0;8;0;0;1;0;0;0;0;0;0;3;0;0;0;
org.scribe.builder.api.FacebookApi;1;0;1;0;0;0;0;0;0;0;1;5;2;0;2;0;2;0;0;0;0;0;1;1;0;0;2;0;0;1;
org.scribe.builder.api.DefaultApi20;1;0;0;0;0;0;0;0;0;0;0;3;0;0;5;0;5;0;0;0;0;0;2;2;0;0;3;0;0;0;
org.scribe.builder.api.SinaWeiboApi20;1;0;1;0;0;0;0;0;0;0;1;6;2;0;4;0;4;0;0;0;0;0;1;1;0;0;3;0;0;1;
org.scribe.builder.ServiceBuilderTest;1;0;0;0;0;0;0;0;0;0;0;21;2;0;7;0;7;0;0;1;0;0;1;1;0;0;5;0;0;0;
org.scribe.exceptions.OAuthParametersMissingException;1;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;
org.scribe.builder.api.LiveApi;1;0;1;0;0;0;0;0;0;0;1;6;2;0;3;0;3;0;0;0;0;0;1;1;0;0;3;0;0;1;
org.scribe.examples.SinaWeibo2Example;1;0;0;0;0;0;0;0;0;0;0;21;3;0;1;0;1;1;0;0;0;0;1;1;0;1;5;0;0;0;
org.scribe.builder.api.TwitterApi;1;0;0;0;0;0;0;0;0;0;0;6;4;0;6;0;6;0;0;3;0;0;2;2;0;0;1;0;0;0;
org.scribe.builder.api.TumblrApi;1;0;0;0;0;0;0;0;0;0;0;3;3;0;3;0;3;0;0;0;0;0;1;1;0;0;1;0;0;0;
org.scribe.utils.MapUtils;1;0;2;0;1;0;0;0;0;0;3;7;0;0;2;1;1;1;0;0;0;0;1;1;1;0;1;0;0;1;
org.scribe.builder.api.EvernoteApi;1;0;0;0;0;0;0;0;0;0;0;6;2;0;6;0;6;0;0;1;0;0;2;2;0;0;1;0;0;0;
